Entry_id,Title,Description,Published Date,Location,URL
h1452955,Bliv salgselev,Drømmer du om et arbejdsliv i butik hvor du laver mere end bare at sælge et produkt Når du starter som elev står dine nye kolleger klar til at tage godt imod dig Du vil opleve hurtigt at få ansvar men vi er med dig hele vejen så du lærer lidt efter lidt,2024-03-18,Aalborg,https://www.jobindex.dk/vis-job/h1452955
h1452953,Bliv salgsassistent,Drømmer du om et job inden for salg hvor du laver mere end bare at sælge et produkt Få et job hvor du ser kunderne i øjnene  bogstaveligt talt  og gør en forskel med den bedste rådgivning så de bevarer deres øjensundhed,2024-03-18,Aalborg,https://www.jobindex.dk/vis-job/h1452953
h1452950,Bliv Ambercons nye kvalitetskontrollant,Er du kvalitetsbevidst ud til dine fingerspidser og ønsker du en fagligt nørdet stilling hos Danmarks førende elementproducent,2024-03-18,Støvring,https://www.jobindex.dk/vis-job/h1452950
h1452948,Student Assistant for Deputy CIO,Do you want to work in one of the very best performing companies in the Transport and Logistics industry in the world,2024-03-18,Hedehusene,https://www.jobindex.dk/vis-job/h1452948
h1452941,Automationsspecialist  Branderup Mejeri,Vil du være med til at sikre stabil drift og optimere produktionen Har du erfaring med vedligehold af automations løsninger og trives du med en varierende hverdag i produktionen,2024-03-18,unknown,https://www.jobindex.dk/vis-job/h1452941
h1452937,Senioraktuar til PenSams stokastiske hensættelsesmodel,Drømmer du om at blive en central del af fremtidens ALMstyring ved at kombinere din ekspertise inden for programmering med skarp forretningsforståelse,2024-03-18,Farum,https://www.jobindex.dk/vis-job/h1452937
h1452935,CEO,Dansk Auto Logik er suverænt Danmarks største udbyder af autotransport og da den nuværende CEO går på pension skal der findes en ny som kan fortsætte den flotte udvikling og fastholde fokus på medarbejdernes trivsel og kundernes tilfredshed,2024-03-18,Vamdrup,https://www.jobindex.dk/vis-job/h1452935
h1452934,Senior Quality Assurance Manager for modern Digital Products,Are you ready take the lead of Quality Assurance on DSVs digital transformation products,2024-03-18,Hedehusene,https://www.jobindex.dk/vis-job/h1452934
h1452933,Teknisk chefdirektør med ansvar for projekter produktion og RD,Vi beskæftiger os med kollaborative robotter til både industrien og til bagagehåndtering i globale lufthavne,2024-03-18,Slagelse,https://www.jobindex.dk/vis-job/h1452933
h1452932,Network Design Manager  Viby,Do you have excellent supply chain insight And do you want to drive the global initiative of developing and delivering a next generation worldclass network design and efficiency Then look at this role as Network Design Manager leading our network design as part of the Logistics Centre of Excellence,2024-03-18,unknown,https://www.jobindex.dk/vis-job/h1452932
h1452929,Konsulent med fokus på digitalisering og afrapportering,I Frederikssund Kommune er vi på udkig efter en dygtig og engageret kollega der kan bringe sine evner i spil på tværs af vores centrale regnskabs og lønafdeling,2024-03-18,Frederikssund,https://www.jobindex.dk/vis-job/h1452929
h1452917,Chef for PMO til dao,Har du tidligere arbejdet med porteføljestyring i roller som PMO programleder eller projektleder og søger du en ny udfordring dao er midt i en fascinerende transformationsproces og har derfor oprettet en position som leder af Portfolio Management Office I denne rolle forventes det at du vil spille en central rolle i at støtte deres udvikling og proaktivt bidrage til forbedring af virksomhedens evne til effektivt at initiere og gennemføre projekter på tværs af alle funktioner,2024-03-18,Vejle eller Rødovre,https://www.jobindex.dk/vis-job/h1452917
h1452900,La Bodega søger kok,Vesterbro Torv er blevet et spisested rigere,2024-03-18,København V,https://www.jobindex.dk/vis-job/h1452900
h1452899,Logistics Trainee,Gennem oplæring i opgaver indenfor Produktionsforberedelse og Supply Chain bliver du en vigtig drivkraft til at vi sammen indfrier løfter i DS Smiths bæredygtighedsstrategi For Now  Next hvor vi blandt andet er forpligtet til at levere cirkulære emballageløsninger til vores kunder og det bredere samfund og gentænke emballage til en foranderlig verden,2024-03-18,Grenaa,https://www.jobindex.dk/vis-job/h1452899
h1452893,Group Financial Controller til international vækstvirksomhed i Aalborg,Vil du være med til at udvikle økonomifunktionen i en dynamisk børsnoteret virksomhed med internationale kunder leverandører og datterselskaber og med hovedkvarter i Aalborg,2024-03-18,unknown,https://www.jobindex.dk/vis-job/h1452893
h1452880,Vi søger borefolk til styret underboring,Har du lyst til at arbejde i et spændende og travlt miljø med engagerede og kompetente kolleger hvor humøret er højt og omgangstonen fri så er Entreprenørfirmaet Nordkysten AS måske din nye arbejdsplads ,2024-03-18,Gilleleje,https://www.jobindex.dk/vis-job/h1452880
h1452876,Project Officer Monitoring and Assessment,The project officer plays a central role in the coordination of the trilateral Monitoring and Assessment Programme TMAP the shared monitoring programme of the three Wadden Sea States and the Wadden Sea Quality Status Report as cornerstones of the TWSC and the UNESCO World Heritage site,2024-03-18,Wilhelmshaven,https://www.jobindex.dk/vis-job/h1452876
h1452872,Bliv salgsassistent,Drømmer du om et job inden for salg hvor du laver mere end bare at sælge et produkt Få et job hvor du ser kunderne i øjnene  bogstaveligt talt  og gør en forskel med den bedste rådgivning så de bevarer deres øjensundhed,2024-03-18,Frederikshavn,https://www.jobindex.dk/vis-job/h1452872
h1452871,Stylist,Are you passionate about fashion and trends Are you driven to always stay ahead of the curve within the fashion industry and endconsumer trends,2024-03-18,Skanderborg,https://www.jobindex.dk/vis-job/h1452871
h1452856,EjerrådgiverBusiness Development Manager,Vil du arbejde med feriehuse og være en del af et vækstorienteret ejerrådgiverteam der arbejder med at udvide vores portefølje af feriehuse for at skabe endnu flere gode ferieoplevelser for vores gæster,2024-03-18,Rømø,https://www.jobindex.dk/vis-job/h1452856
h1452847,Pædagogisk assistentelev PAU,Hvis du ønsker en uddannelse hvor du kommer til at arbejde med menneskers udvikling og trivsel og hvis du har lyst til en arbejdsdag hvor du har stor betydning i andres liv så er den pædagogiske assistentuddannelse måske noget for dig,2024-03-18,unknown,https://www.jobindex.dk/vis-job/h1452847
h1452846,Ergoterapeut til UUC Maglemosen,Har du lyst til at være en del af et velfungerende terapeutteam på en ungdomsuddannelse og aktivitetstilbud for unge med fysiske og psykiske udfordringer,2024-03-18,Ballerup,https://www.jobindex.dk/vis-job/h1452846
h1452845,Vi søger køletekniker til Ringsted,Vil du bruge din faglighed ude ved vores kunder Og har du lyst til at blive en del af en landsdækkende organisation der er spækket med nye udfordringer og udviklingsmuligheder,2024-03-18,Ringsted,https://www.jobindex.dk/vis-job/h1452845
h1452842,Senior projektleder til ambitiøst byggeri i Nyborg,Vil du stå i spidsen for opførslen af større DGNBcertificerede projekter i totalentreprise,2024-03-18,unknown,https://www.jobindex.dk/vis-job/h1452842
h1452838,Customer Success Director,If you are visionary ambitious and have the drive to move strategic initiatives and international Customer Success  Tech Support teams forward to a modern customer retentionfocused operation  this job might be just the right one for you,2024-03-18,Copenhagen,https://www.jobindex.dk/vis-job/h1452838
h1452837,Sales Backup Teamsport Nordic Sales,Are you passionate about team sports Do you thrive in a dynamic environment Can you speak Swedish and excel in being structured and solutionoriented,2024-03-18,Aarhus C,https://www.jobindex.dk/vis-job/h1452837
h1452836,Kvalitetskoordinator til indkøbsafdeling,Har du erfaring med reklamations og kvalitetshåndtering og vil du være med til at bidrage til optimeringen i indkøbsafdelingen,2024-03-18,Rødding,https://www.jobindex.dk/vis-job/h1452836
h1452832,Senior DSP Engineer,In the audiological solutions group we are at the forefront of hearing aid development We contribute to many steps of the development chain,2024-03-18,Smørum,https://www.jobindex.dk/vis-job/h1452832
h1452828,Teknisk Linjeansvarlig til Logistik Carlsberg Danmark Supply Chain,,2024-03-18,Fredericia,https://www.jobindex.dk/vis-job/h1452828
h1452827,Sales Backup Teamsport Nordic Sales,Are you passionate about team sports Do you thrive in a dynamic environment Join our vibrant Sales Backoffice team at Hummel where collaboration is key ,2024-03-18,Aarhus C,https://www.jobindex.dk/vis-job/h1452827
h1452817,Servicetekniker,Er service lige dig Kan du bevare overblikket i en presset situation Sætter du en ære i at få ting til at fungere,2024-03-18,Smørum,https://www.jobindex.dk/vis-job/h1452817
h1452813,Gummigedsfører til Grenaa,I Stena arbejder vi med genvinding Vi håndterer det andre kalder affald så det kan blive genbrugt Det er bla jern og metaller,2024-03-18,unknown,https://www.jobindex.dk/vis-job/h1452813
h1452812,Tekniker til vedligeholdelsesafdeling  Middelfart,Brænder du for fejlfinding på maskiner og automationsudstyr og drømmer du om at få en hverdag hvor du vil få indsigt i forskellige highend maskiner ift vedligehold reparationer samt sikre generel drift og lovpligtigt vedligehold i vores produktionlagermiljø og de tekniske løsninger der er valgt fra allerøverste hylde med fokus på maksimal oppetid og optimalt vedligehold så har vi jobbet til dig,2024-03-18,Middelfart,https://www.jobindex.dk/vis-job/h1452812
h1452811,VVSinstallatør tekniker,For entreprenørvirksomheden LASØ AS beliggende i Upernavik Nordvestgrønland søges medarbejdende VVSinstallatør,2024-03-18,Upernavik,https://www.jobindex.dk/vis-job/h1452811
h1452803,Service Business Analyst,You will be gathering and translating data into actionable insights  a key factor in successfully steering our service business,2024-03-18,Søborg,https://www.jobindex.dk/vis-job/h1452803
h1452799,Sr Talent Acquisition Partner,Are you an experienced Sr Talent Acquisition Partner with amazing people and communication skills We have a unique opportunity for you to join an international renewable energy company where you will make an impact that matters by hiring compassionate thought leaders,2024-03-18,Frederiksberg C,https://www.jobindex.dk/vis-job/h1452799
h1452794,Bliv ATCtekniker Fejlfind metrotog i et spændende og dynamisk miljø,Drømmer du om at arbejde med førerløse metrotog Er du tekniker og problemløser med et skarpt blik for detaljer I Metro Service får du mulighed for at anvende og udvikle dine kompetencer både fagligt og personligt ,2024-03-18,København S,https://www.jobindex.dk/vis-job/h1452794
h1452786,Områdeleder,Pumper dit hjerte for drift og er lyden af motorer der arbejder som sød musik i dine ører Har du tilpas varme hænder der hellere indgår som en del af driften fremfor i lommerne Og har du lyst til at være med når vi sætter nye standarder i den danske pumpeindustri,2024-03-18,Slagelse,https://www.jobindex.dk/vis-job/h1452786
h1452784,Plejecenter Sjælsø søger afløsere til botilbud for borgere med erhvervet hjerneskade,Er du under uddannelse har sabbatår eller uden fast arbejde så mangler vi dig som afløser fast weekendafløsning samt generel afløsning i hverdagene helligdage og ferier,2024-03-18,Birkerød,https://www.jobindex.dk/vis-job/h1452784
h1452783,Business Service Specialist  Vær frontløber for digital serviceudvikling hos Norlys,Er du klar til at skabe enestående digitale kundeoplevelser Brænder du for at transformere data til værdiskabende services,2024-03-18,Tranbjerg J,https://www.jobindex.dk/vis-job/h1452783
h1452780,Social og sundhedshjælper til botilbud på Plejecentret Sjælsø,Jobbet er på Plejecenter Sjælsøs botilbud for voksne med erhvervet hjerneskade Vi arbejder ud fra levebomiljøkonceptet og neuropædagoiske principper så vi kan støtte borgerne i at blive bedre til at klare hverdagen Relationsarbejdet og en fast kontaktperson er kernen i arbejdet i botilbuddet da borgerne har betydeligt nedsat fysisk og psykisk funktionsevne,2024-03-18,Birkerød,https://www.jobindex.dk/vis-job/h1452780
h1452775,Projektkonstruktør til konstruktionsafdelingen,Er du rutineret i 3D konstruktion Har du en faglært baggrund inden for jern og metal Trives du i projektverdenen Så står vi lige og mangler dig,2024-03-18,Sønderborg,https://www.jobindex.dk/vis-job/h1452775
h1452772,Senior Design Engineer RD  Product Development Medical Devices,As our new Senior Design Engineer you will be the lead on design engineering tasks in close collaboration with key project stakeholders You will ensure focus on design robustness manufacturability timetomarket and product reliability,2024-03-18,Lejre,https://www.jobindex.dk/vis-job/h1452772
h1452743,Regnskabsansvarlig,Vi søger en erfaren regnskabsansvarlig der trives med en bred vifte af opgaver til vores hovedkontor i København,2024-03-18,København Ø,https://www.jobindex.dk/vis-job/h1452743
h1452673,Bliv privat lektiehjælper  et unikt studiejob eller deltidsjob, Vi søger studerende på videregående uddannelser unge på sabbatår samt ældre erfarne lærere,2024-03-18,unknown,https://www.jobindex.dk/vis-job/h1452673
h1452635,Udekørende servicetekniker til Danmarks største leverandør af trucks og lagerløsninger,Vi søger en kollega som gerne bor i området Skjern  Tarm,2024-03-18,unknown,https://www.jobindex.dk/vis-job/h1452635
h1452619,Engageret og fagligt stærk regnskabsmedarbejder med teknisk flair,Trives du i et moderne og internationalt miljø med fokus på medarbejdertrivsel ,2024-03-18,Skanderborg,https://www.jobindex.dk/vis-job/h1452619
h1443883,Standesign søger messemontør til hurtig tiltrædelse,I Standesign arbejder vi i et uhøjtideligt miljø hvor fællesskab engagement og samarbejde er nøgleordene Jobbet som messemontør byder på både produktion og pakning i firmaet men også montage og demontering af messestande i Danmark Europa og resten af verden,2024-03-18,Nyborg,https://www.jobindex.dk/vis-job/h1443883
h1444269,Electrical Expert til ny Project Engineering Department,Har du en elteknisk baggrund og har du erfaring med eltekniske beregninger dimensionering og projektering,2024-03-16,Vamdrup,https://www.jobindex.dk/vis-job/h1444269
h1444219,CSRD Controlling  Reporting Specialist,In this new position you will be leading the project of implementing the Corporate Sustainability Reporting Directive CSRD according to the European Sustainability Reporting Standards ESRS by driving actions towards compliance in the Annual Report 202526,2024-03-16,Viborg,https://www.jobindex.dk/vis-job/h1444219
h1444092,Refrigeration Engineer til ny Project Engineering Department,Er du uddannet køletekniker eller maskiningeniørmester og har du erfaring med beregninger dimensionering og projektering af tekniske installationer,2024-03-16,Vamdrup,https://www.jobindex.dk/vis-job/h1444092
h1444085,Vil du være leder for et team af elektrikere,Er du en erfaren elektriker med en høj grad af faglig stolthed Vil du være leder for et team af kvalitetsbevidste elektrikere i en virksomhed i vækst,2024-03-16,Vamdrup,https://www.jobindex.dk/vis-job/h1444085
h1444084,Er du en kvalitetsbevidst og rejselysten køletekniker,Synes du at 80C kaskadeanlæg PLCstyring og fuld redundans lyder interessant,2024-03-16,Vamdrup,https://www.jobindex.dk/vis-job/h1444084
h1444078,Er du en kvalitetsbevidst og rejselysten elektriker,Er du en kvalitetsbevidst og rejselysten elektriker Vil du lave eltekniske løsninger på maskinanlæg til ultralavtemperaturfrysere til medicinalindustrien,2024-03-16,Vamdrup,https://www.jobindex.dk/vis-job/h1444078
h1443607,Vil du rådgive om elsikkerhed og CEmærkning,Vi er Danmarks stærkeste team inden for CEmærkning Vores opgaveportefølje vokser især i grøn energi og vi søger derfor både nyuddannede og erfarne konsulenter til vores elsektioner,2024-03-16,Værløse,https://www.jobindex.dk/vis-job/h1443607
h1434996,Mestrer du overdragelser af andelsboliger  men ønsker at udvikle dig som ejendoms administrator,Mestrer du overdragelser af andelsboliger  men ønsker at udvikle dig som ejendoms administrator,2024-03-16,Frederiksberg,https://www.jobindex.dk/vis-job/h1434996
h1452768,VKARENDK  VKCONSULTING søger lønbogholder til vores afdeling i Odense,VKARENDK og VKCONSULTING er et danskejet vikar og rekrutteringsbureau med 20 års erfaring i markedet Trives du med selvstændige spændende og alsidige opgaver indenfor lønadministration og sætter du pris på kollegaer med godt humør Så er du måske det helt rigtige match til os,2024-03-15,unknown,https://www.jobindex.dk/vis-job/h1452768
h1452765,Eftermarkedsanalytiker,Er du struktureret selvstændig og skarp til at omsætte kommerciel og finansiel viden i relation til eftermarkedet,2024-03-15,Brande,https://www.jobindex.dk/vis-job/h1452765
h1452761,Operational Technology OT Security Specialist,Are you passionate about shaping the future of OT Security Dive into the pivotal role of an OT Security Specialist taking on the overall responsibility for cyber security in the OT environment Ready to pioneer the future of security and tech Join us in Eurowind Energy,2024-03-15,Hobro,https://www.jobindex.dk/vis-job/h1452761
h1452756,Montør,Er du klar på faglige udfordringer og en alsidig hverdag med varierende opgaver indenfor opbygning af hydrauliske komponenter Så læs her,2024-03-15,Skjern,https://www.jobindex.dk/vis-job/h1452756
h1452755,French speaking Tecnical support analyst for exciting robot company in rapid development,We offer an exciting opportunity to play an important role in the continued growth of TinyMobileRobots working with sports and infrastructure robots,2024-03-15,Malling,https://www.jobindex.dk/vis-job/h1452755
h1452752,Instrument Data Scientist for small angle neutron scattering,As an instrument data scientist for small angle neutron scattering SANS at the ESS your role is to support the generation of high impact scientific results from SANS experiments at the ESS,2024-03-15,Kongens Lyngby,https://www.jobindex.dk/vis-job/h1452752
h1452750,Kvalitetschef til Elis Cleanroom søges,Vil du være med til at udvikle systemer kvalitet og mennesker Så søger vi måske netop dig,2024-03-15,Holbæk,https://www.jobindex.dk/vis-job/h1452750
h1452748,Pædagogisk personale,Vi søger en pædagogisk medarbejder til at være en del af en organisation som både tror og arbejder på en ny start for hver enkelt af vores skønne anbragte unge,2024-03-15,Christiansfeld,https://www.jobindex.dk/vis-job/h1452748
h1452747,Business Analyst søges til ITleverandør til sundhedsvæsenet,Indkøb og lagerstyring til hospitaler er et afgørende element i at sikre driften af hospitaler og en forudsætning for at kunne gennemføre operationer og sikre pleje til patienterne CGI søger en skarp Business Analyst med kendskab til indkøb og logistik der vil være med til at understøtte fremtidens sundhedssektor,2024-03-15,Tranbjerg,https://www.jobindex.dk/vis-job/h1452747
h1452746,Tekniker til bygningsteamet i Agro Food Park,Elsker du bygningsteknik Har du indgående kendskab til driftssystemer og tekniske installationer i bygninger,2024-03-15,Aarhus N,https://www.jobindex.dk/vis-job/h1452746
h1452736,Køletekniker,Kan du forblive kølig i pressede situationer Og er du klar på nye køletekniske udfordringer hos en af Danmarks førende leverandører af serviceløsninger,2024-03-15,Roskilde,https://www.jobindex.dk/vis-job/h1452736
h1452731,Supportkonsulent til apotekssystemet C2,Vi søger en apoteksuddannet ITkyndig medarbejder til at supportere vores mange C2brugere,2024-03-15,Allerød,https://www.jobindex.dk/vis-job/h1452731
h1452729,Customer Quality Engineer CQE,Med udgangspunkt i den grønne omstilling og udviklingen i vindsektoren er vi virkelig på en spændende og udfordrende rejse Nu kan du komme med på denne rejse da vi søger en Customer Quality Engineer der med sin store kvalitetsmæssige indsigt og erfaring kan bidrage til at gøre vores QHSEteam endnu stærkere,2024-03-15,Bramming,https://www.jobindex.dk/vis-job/h1452729
h1452728,Produktionslederværkfører ståldøre porte og glaspartier,Har du solide erfaringer inden for stålmetalproduktion eller beslægtede brancher kombineret med ledelseserfaring så er du muligvis den person vi søger,2024-03-15,Randers,https://www.jobindex.dk/vis-job/h1452728
h1452723,AnalystsStudent assistants for KPMGs Due Diligence Team KPMG Deal Advisory,Are you looking for an exciting career path in an energetic and rapidly growing due diligence team advising clients on complex transactions Then join KPMGs entrepreneurial Due Diligence team in Copenhagen or Aarhus to contribute to the growth of KPMGs Deal Advisory,2024-03-15,København eller Aarhus,https://www.jobindex.dk/vis-job/h1452723
h1452719,Office Manager  blæksprutte med interesse for Europa barselsvikariat,Brænder du for at holde styr på et kontor med fuld fart på Og interesserer du dig for hvad der foregår i byer som Bruxelles Berlin og Budapest,2024-03-15,København K,https://www.jobindex.dk/vis-job/h1452719
h1452718,Mekaniker  Bliv en del af vores dynamiske mekanikerhold  hvor faglighed og samarbejde mødes,Hvad siger du til at dygtiggøre dig hos en virksomhed hvor vi dyrker fællesskabet og den toptunede hygge,2024-03-15,Horsens,https://www.jobindex.dk/vis-job/h1452718
h1452716,Senior Specialist Clinical Safety and Pharmacovigilance CSPV,At Bavarian Nordic we aspire to save and improve lives by developing innovative vaccines that are designed to unlock the power of the immune system ,2024-03-15,unknown,https://www.jobindex.dk/vis-job/h1452716
h1452714,Rutineret maskinfører med grøn baggrund,Brænder du for bæredygtig pleje og udvikling af naturarealer og er du praktikeren der får tingene til at ske,2024-03-15,Lejre,https://www.jobindex.dk/vis-job/h1452714
h1452710,Social PR Partnerships and Brand Activation Intern,An internship is a valuable part of your education and it is important that you choose the best place for you to gain practical experience ECCO is offering a unique opportunity for a talented and enthusiastic individual to join our Branding department,2024-03-15,Tønder,https://www.jobindex.dk/vis-job/h1452710
h1452708,Creative Production Intern Brand Studio,An internship is a valuable part of your education and it is important that you choose the best place for you to gain practical experience ECCO a global leader in innovative footwear bags and accessories invites you to join our team as a Creative Production Intern ,2024-03-15,København V,https://www.jobindex.dk/vis-job/h1452708
h1452691,Branchens bedste fuldtidssælger med passion for løb og outdoor,Vi søger efter en ny fuldtidssælger til vores butik i Odense med start hurtigst muligt ,2024-03-15,Odense M,https://www.jobindex.dk/vis-job/h1452691
h1452690,Supervisor til Brasserie Carl,Vi søger en kollega der kan lide at være på og som evner at multitaske mellem mangeartede opgaver og som motiveres af at have fokus på detajlerne,2024-03-15,Skodsborg,https://www.jobindex.dk/vis-job/h1452690
h1452684,Administrerende direktør,Videreudvikle og lede et moderne mediehus med 90 medarbejdere,2024-03-15,Aakirkeby,https://www.jobindex.dk/vis-job/h1452684
h1452670,Er du vores nye skadebehandler til personskader,Har du en juridisk uddannelse og ønsker du en varieret hverdag med faglige udfordringer gode udviklingsmuligheder og endnu bedre kolleger,2024-03-15,Odense M,https://www.jobindex.dk/vis-job/h1452670
h1452668,Konstruktør til maskinkonstruktion,Spændende teknologiprojekter til træindustrien,2024-03-15,Vonge,https://www.jobindex.dk/vis-job/h1452668
h1452659,G4S søger trafikassistent som kan indgå som afløser for vores trafikledere på Betalingsanlægget ved Storebæltsbroen,Som trafikassistent bliver dine nye arbejdsopgaver at servicere kunderne i betalingsanlægget via vores remotefunktion og fysisk kundehåndtering Derudover vil dine arbejdsopgaver også være at opfylde kontanter og udbedre fejl på vores kontantautomater lave regnskab validerer billeder og sikre afløsning for kollegerne,2024-03-15,korsør,https://www.jobindex.dk/vis-job/h1452659
h1452658,Tekstforfatter,Vi søger en kreativ og konceptstærk tekstforfatter der har erfaring med at fortælle gode historier som bliver læst set og oplevet,2024-03-15,Højbjerg,https://www.jobindex.dk/vis-job/h1452658
h1452654,Maskiningeniørstuderende  Konstruktion og Design,Vi søger en maskiningeniørpraktikant med interesse for konstruktion og beregninger til vores konstruktionsafdeling Tools og Application Design,2024-03-15,København SV,https://www.jobindex.dk/vis-job/h1452654
h1452645,Salgsorienteret eksportassistent til windpower,Vil du arbejde hos n af Danmarks bedste arbejdspladser Vil du være med til at sikre Lindabs forretning i vindbranchen inden for ventilationsprodukter Så er det dig vi står og mangler til at hjælpe os på dette vækstområde ,2024-03-15,Haderslev,https://www.jobindex.dk/vis-job/h1452645
h1452639,Servicetekniker til procesvandbehandling på Sjælland,Har du hænderne skruet rigtigt på kan du holde hovedet koldt og kunne du tænke dig en afvekslende hverdag ,2024-03-15,unknown,https://www.jobindex.dk/vis-job/h1452639
h1452634,Bogholder til entreprenørfirma,Har du lyst til at arbejde i et firma i vækst sammen med søde kolleger på vort hovedkontor i Rønnede så kig videre,2024-03-15,Rønnede,https://www.jobindex.dk/vis-job/h1452634
h1452633,Pædagogiske medarbejdere til Krisecenter Birka,Vi søger dig der vil være med til at gøre en forskel for voldsudsatte kvinder og deres børn,2024-03-15,unknown,https://www.jobindex.dk/vis-job/h1452633
h1452631,Måleteknikerprojektleder  Luftemissionsmålinger,Grundet et stadigt stigende aktivitetsniveau søger vi endnu en måleteknikerprojektleder til vores afdeling for luftbåret emissioner ,2024-03-15,Fredericia,https://www.jobindex.dk/vis-job/h1452631
h1452610,ERP Business Process Consultant,Are you passionate about transforming business through technology Are you eager to be part of a global ERP implementation for a dynamic and multicultural company,2024-03-15,Vejle,https://www.jobindex.dk/vis-job/h1452610
h1452596,Intern salgskonsulent til markedsledende kemiprodukter,Vil du have dygtige kolleger og populære premiumprodukter i ryggen når du bliver ekspert i salg af kemiprodukter,2024-03-15,Espergærde,https://www.jobindex.dk/vis-job/h1452596
h1452594,Privat institution med fokus på medinddragelse trivsel og personaleforkælelse,Kære pædagog eller pædagogiske assistent med erfaring,2024-03-15,København S,https://www.jobindex.dk/vis-job/h1452594
h1452588,Teknisk servicemedarbejder,Kan du se dig selv indgå i et mindre team med et stort ansvar som arbejder ambitiøst med mangeartede tekniske service og pedelopgaver inden for nogle af kommunes administrative bygninger  så har vi det rette job for dig,2024-03-15,Vejen,https://www.jobindex.dk/vis-job/h1452588
h1452574,Teamleder til fødevareproduktionsvirksomhed,Er du passioneret omkring fødevareproduktion og ledelse Og er du klar til at tage ansvaret for at lede et dedikeret produktionshold mod succes,2024-03-15,Frederikssund,https://www.jobindex.dk/vis-job/h1452574
h1452573,Head of Marketing  Nordics,Do you want to play a key role in strengthening TEMPURs already impressive market position in the Nordics,2024-03-15,Odense C,https://www.jobindex.dk/vis-job/h1452573
h1452572,Dygtig Category  Brand Manager til videreudvikling af helsekostkategori,Til den danske marketingafdeling i Orkla Care søges en ambitiøs og resultatorienteret Category  Brand Manager der er strategisk orienteret med en passion for innovation forbrugertrends og udvikling af stærke brands,2024-03-15,Vallensbæk,https://www.jobindex.dk/vis-job/h1452572
h1452561,Servicekoordinator,Som servicekoordinator bliver du ansvarlig for en landsdel og servicen af virksomhedens vaskeanlæg i denne del Du vil planlægge og koordinere serviceteknikernes arbejde ud fra de meldinger der kommer ind pr mail eller telefon omkring nedbrud på anlæggene ude i landet,2024-03-15,Hedehusene,https://www.jobindex.dk/vis-job/h1452561
h1452556,Skarp debitorbogholder til team med holdånd og udviklingsmuligheder i top,Vil du være medansvarlig for alle led i debitorstyringen med flere forskellige virksomhedsstrukturer  og i en afdeling med let til latter og højt til loftet,2024-03-15,Sorø,https://www.jobindex.dk/vis-job/h1452556
h1452552,Regnskabsassistent søges,Er du en erfaren regnskabsmedarbejder med en skarp sans for detaljer og evnen til at overholde deadlines,2024-03-15,Svenstrup J,https://www.jobindex.dk/vis-job/h1452552
h1452543,Teknikerværktøjsmager søges,Om du er værktøjsmager industritekniker industrielektriker eller en hamrende dygtig selvlært er ligegyldigt når bare du har erfaring i at arbejde med vedligehold af og fejlfinding på industrimaskiner og ved hvor du skal kilde maskinen så vi kan undgå fejlproduktion,2024-03-15,Stenlille,https://www.jobindex.dk/vis-job/h1452543
h1452540,Kom og bliv en del af vores team som administrativ medarbejder  bogholder,Er du økonomisk stærk og brænder for at levere god kundeservice,2024-03-15,København K,https://www.jobindex.dk/vis-job/h1452540
h1452539,Car Jockey til MercedesBenz CPH,Kunne du tænke dig at arbejde med et af branchens absolut fedeste brands og være med til at sikre at vi fortsat kan levere en god og unik kundeoplevelse,2024-03-15,Hørsholm,https://www.jobindex.dk/vis-job/h1452539
h1452534,Sustainability Project Assistant,,2024-03-15,Give,https://www.jobindex.dk/vis-job/h1452534
h1452533,Netplanlægger  vil du være specialist i Danmarks grønne energiinfrastruktur,Vi skal udvikle vores eksisterende infrastruktur Samtidigt står vi overfor at skulle etablere helt ny brint og CO2 infrastruktur Som netplanlægger får du en helt central rolle i at forme fremtidens gassystem Du får et indgående kenskab til gassystemets opbygning topologi aftagerne og producenterne,2024-03-15,"Middelfart, Viborg eller Aarhus",https://www.jobindex.dk/vis-job/h1452533
h1452530,Student Worker,Siemens Xcelerator Ecosystem is at the forefront of digital transformation offering cuttingedge solutions that drive innovation and efficiency across industries,2024-03-15,Ballerup,https://www.jobindex.dk/vis-job/h1452530
h1452529,Socialrådgiver med funktion som Støtte og kontaktperson og Housing First til det opsøgende team i Center for rusmiddelbehandling,Center for rusmiddelbehandling søger en socialrådgiver til vores opsøgende team,2024-03-15,Ikast,https://www.jobindex.dk/vis-job/h1452529
h1452527,Customer Service Representative  Udlejningsassistent til Hertz Kontoret i Billund Lufthavn,Hertz biludlejning i Danmark har travlt og lige nu søger vi endnu en fuldtids Customer Service Representative  udlejningsassistent til vores kontor i Billund Lufthavn Du kan derfor nu blive en del af et af verdens største biludlejningsfirmaer,2024-03-15,unknown,https://www.jobindex.dk/vis-job/h1452527
h1452526,Financial controller,Er Excel og SAP dine bedste venner når det kommer til at jonglere med data og opnå nøjagtige resultater Så er dette din chance for at skabe en betydningsfuld indvirkning som en del af vores dynamiske team,2024-03-15,Ballerup,https://www.jobindex.dk/vis-job/h1452526
h1452525,Bestyrelseskonsulent DAB Ishøj,DAB arbejder med administration af almene boliger hvor samarbejde med de beboervalgte er en af vores vigtigste opgaver Dine primære opgaver er at rådgive og finde løsninger med udgangspunkt i vores kunders behov hvorfor du som udgangspunkt skal trives i en politisk styret verden,2024-03-15,Ishøj,https://www.jobindex.dk/vis-job/h1452525
