Entry_id,Title,Description,Published Date,Location,URL
h1453807,Talentfuld Digital Campaign Specialist søges til globalt marketingteam,Har du passion for digital markedsføring skarpt fokus på detaljerne og en stærk tilgang til content creation,2024-04-05,Vildbjerg,https://www.jobindex.dk/vis-job/h1453807
h1450638,Supply Chain Category Manager,Do you want to be a part of a creative work environment of a company in growth,2024-04-05,Copenhagen,https://www.jobindex.dk/vis-job/h1450638
h1450637,Optical Engineer,Are you an experienced Optical Engineer with a basis in fibre lasers and would you like to design the next collimator solutions for our white light lasers and fiber delivery systems Are you motivated by working with development and application of cuttingedge technology in a team of likeminded engineers,2024-04-05,Birkerød,https://www.jobindex.dk/vis-job/h1450637
h1450615,Erhvervssupportere til Kundeservice i Aars,Kundeservice udvides igen  nu med erhverv Der etableres et område i Kundeservice som skal håndtere sparekassens basale erhvervskunder,2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1450615
h1450606,Koordinator til sektionen Core Infrastrukturplatforme i Center for IT og Medicoteknologi,Rollen indebærer at koordinere opgaverne i et fagligt stærkt team hvor det er vigtigt at alle i teamet er motiveret til at levere deres bedste Derfor er det nødvendigt at du kan formidle mål og retningslinjer samt coache de enkelte medarbejdere,2024-04-05,København Ø,https://www.jobindex.dk/vis-job/h1450606
h1450574,Erfaren embedded softwarearkitekt,Er du software arkitekt eller rutineret softwareudvikler Vil du være med til at sætte retning inden for softwareudvikling herunder genbrug arkitektur og objektorienteret design,2024-04-05,Sønderborg,https://www.jobindex.dk/vis-job/h1450574
h1450573,Praktikplads for ingeniørstuderende,Er du maskiningeniør eller lignende og leder du efter en spændende praktikplads hvor du får lov at lære en masse og samtidig dele ud af din teoretiske viden,2024-04-05,Nørresundby,https://www.jobindex.dk/vis-job/h1450573
h1450554,UX UI Designer,As a platform designer within our UX UI Design Platform you will be focused on creating and designing how our users interact understand and configure their machines within the Grundfos digital products,2024-04-05,Bjerringbro,https://www.jobindex.dk/vis-job/h1450554
h1450545,Financial Business Partner,Vil du være med til at udvikle vores Financefunktion som sparringspartner på udvalgte strategiske og finansielle områder i tæt samarbejde med vores CFO,2024-04-05,Middelfart,https://www.jobindex.dk/vis-job/h1450545
h1450520,Bliv en del af noget stort hos Wiley X,Er du klar til at lede et fantastisk salgsteam og drive vores internationalt anerkendte sol og sikkerhedsbrille brand til nye højder,2024-04-05,Vemb,https://www.jobindex.dk/vis-job/h1450520
h1450513,Marketing Specialist til Malik Aalborg,Er du specialist inden for content marketing og forstår at formidle og sælge gennem skrift grafik billeder og video,2024-04-05,Aalborg SV,https://www.jobindex.dk/vis-job/h1450513
h1450512,Business Lead D365BC Project  ny implementering hos stor danskejet international koncern,Du får en central rolle i det voksende ERPteam og sammen med dine kollegaer skal du være med til at sikre en gnidningsløs implementering af D365BC specielt med fokus på Supply Chain og produktion,2024-04-05,Hedensted,https://www.jobindex.dk/vis-job/h1450512
h1450510,Tekniker til fuldautomatisk og højteknologisk højlager,Hos os får du en dynamisk og alsidig hverdag i en spændende virksomhed hvor du får muligheden for at få al din tekniske viden og kompetencer i spil,2024-04-05,Hasselager,https://www.jobindex.dk/vis-job/h1450510
h1450508,Handelselev hos NORDEX FOOD,Har du lyst til at kickstarte din karriere indenfor internationalt salg og support i en virksomhed der har stor succesrate i at uddanne elever,2024-04-05,Dronninglund,https://www.jobindex.dk/vis-job/h1450508
h1450480,Slip fagligheden løs som projektleder i stærkt ingeniørteam,Du vil opleve at vi laver projekter lidt anderledes vi går all in på kvalitet,2024-04-05,Brøndby,https://www.jobindex.dk/vis-job/h1450480
h1450477,Projektleder,Din opgave bliver at være projektleder for etablering af et procesanlæg til kaffeproduktion Anlægget kommer til at bestå af lagerstyring af rå og færdigvarer sortering af bønner ristning med flere forskellige størrelse ristere køling formaling og pakning på to forskellige pakkelinjer,2024-04-05,København NV,https://www.jobindex.dk/vis-job/h1450477
h1450444,Renovationsmedarbejdere,Har du erfaring med affaldsindsamling og kan yde service ud over det sædvanlige,2024-04-05,"København S, København SV eller Hvidovre",https://www.jobindex.dk/vis-job/h1450444
h1450439,Kundesupporter  med interesse for biler,Er du serviceminded har et skarpt overblik og har du lyst til at blive en del af en multibrandforretning hvor professionel rådgivning og god kundeservice er i højsædet Så kan du blive en del af vores team hvor åben dialog og sammenhold er en del af hverdagen,2024-04-05,Næstved,https://www.jobindex.dk/vis-job/h1450439
h1450416,Serviceteknikere  kombiner dit servicegen og eltekniske evner,Vil du få kundernes hverdag til at køre på skinner når du fikser alt fra softicemaskiner til grilludstyr Og har du lyst til en selvstændig hverdag hvor du kører ud hjemmefra,2024-04-05,Brøndby,https://www.jobindex.dk/vis-job/h1450416
h1450378,Ingeniør til kvalificering og validering til Croda,Vil du være en del af et fantastisk team der dækker alle processer der er nødvendige for aseptisk produktion af adjuvanser og kunne du tænke dig at arbejde med kvalificering og validering så har vi et spændende job,2024-04-05,Frederikssund,https://www.jobindex.dk/vis-job/h1450378
h1450368,Field Marketing Specialist,Omada is searching for a highly talented Field Marketing Specialist to join our marketing team You will be responsible for planning and execution of events in all of our six regions reporting to our CMO,2024-04-05,Copenhagen,https://www.jobindex.dk/vis-job/h1450368
h1450363,Software Developer  Enterprise products,We offer a flexible and flat management structure where you will work with challenging tasks interesting technologies and a team of highly skilled and highly motivated developers,2024-04-05,Nørresundby,https://www.jobindex.dk/vis-job/h1450363
h1450358,International Sales Manager til energikoncern med grøn agenda,Er du en relationsopbyggende vedholdende og strategisk sælger,2024-04-05,Randers NV,https://www.jobindex.dk/vis-job/h1450358
h1450304,PÆDAGOGMEDHJÆLPER,Vi har markant elevfremgang og søger nu en pædagogmedhjælper som brænder for at arbejde med unge mennesker i alderen 16 til 18 år,2024-04-05,Sorø,https://www.jobindex.dk/vis-job/h1450304
h1450303,PSYKOLOGPSYKOTERAPEUT,Vi har markant elevfremgang og søger nu en deltidspsykolog eller psykoterapeut som brænder for at arbejde med unge mennesker i alderen 16 til 18 år,2024-04-05,Sorø,https://www.jobindex.dk/vis-job/h1450303
h1450302,Financial Controller,Identificerer du mulige forbedringer af processer som kan omsættes til resultater Er compliance dybt forankret i din måde at arbejde på Og er kommunikation og samarbejde nøgleord for dig,2024-04-05,Brørup,https://www.jobindex.dk/vis-job/h1450302
h1450288,Revisorassistent,Med egen kundeportefølje vil dine 3 vigtigste arbejdsopgaver være,2024-04-05,"Esbjerg Ø, Billund, Herning eller Holstebro",https://www.jobindex.dk/vis-job/h1450288
h1450287,Specialist i generationsskifte omstruktureringer og skatteret,Vi oplever stor kundetilgang i selskabsform og behovet for sparring med specialister er stigende Det sætter nogle højere krav til den økonomiske rådgivning som gør at du kan få din faglige viden og indsigt i spil,2024-04-05,Esbjerg Ø eller Holstebro,https://www.jobindex.dk/vis-job/h1450287
h1450279,Projekteringsledere med elektroteknisk baggrund,Sæt til dit personlige aftryk på fremtidens grønne og elektrificerede jernbane,2024-04-05,"Fredericia, Aalborg eller København V",https://www.jobindex.dk/vis-job/h1450279
h1450245,Sales Manager Commercial Services,Do you have a strong passion for ensuring a supreme customer experience and are you able to coach other people,2024-04-05,Hillerød,https://www.jobindex.dk/vis-job/h1450245
h1450211,Udviklingsorienteret og struktureret sygeplejerske søges til almen praksis,Hvis du har erfaring som sygeplejerske og du trives med en hverdag hvor du er god til at arbejde struktureret og med et godt overblik samt er nysgerrig og interesseret i at lære nyt så kan denne nyoprettede stilling være noget for dig ,2024-04-05,København V,https://www.jobindex.dk/vis-job/h1450211
h1450209,Sekretær med et godt overblik og gode administrative kompetencer søges til almen praksis,Hvis du har erfaring som lægesekretær og du trives med en hverdag hvor du er god til at kommunikere i mødet med mange mennesker både i det personlige møde og pr telefon arbejder med et godt overblik samt har en systematisk og struktureret tilgang til administrative opgaver så kan denne stilling være noget for dig,2024-04-05,København V,https://www.jobindex.dk/vis-job/h1450209
h1450202,Payroll Specialist,Er du klar til at skabe en effektiv og strømlinet lønadministration Vi søger en dygtig Payroll Specialist med fokus på SAP eller som brænder for at tilegne sig denne kompetence,2024-04-05,Ballerup,https://www.jobindex.dk/vis-job/h1450202
h1450198,Regional Product  Solution Manager WE,Are you ready to take the reins in ensuring the regional success of innovative product launches and improving profitability,2024-04-05,"Bjerringbro, Leighton Buzzard, Truccazzano , or Leonberg",https://www.jobindex.dk/vis-job/h1450198
h1450195,CFO med COOansvar til dansk designvirksomhed,Motiveres du af en spændende hverdag i krydsfeltet mellem strategi og drift hvor du både har det overordnede ansvar for Finance  Operations,2024-04-05,Hinnerup,https://www.jobindex.dk/vis-job/h1450195
h1450192,Senior Manager Talent Acquisition,This is a new role where we divide the current HR Business Partner  TA team in two hence you will take over the leadership for the TA team and report to the Senior HR Director who will continue to lead the HR Business Partners,2024-04-05,Hellerup,https://www.jobindex.dk/vis-job/h1450192
h1450154,Facer Fieldfundraiser,Leder du efter et fedt og fleksibelt job hvor du gør en reel forskel og samtidig opbygger værdifuld erfaring ,2024-04-05,København K,https://www.jobindex.dk/vis-job/h1450154
h1450143,Formand  led prestigeprojekter for et grønnere byrum,Vil du forny byen med lækker natur Og vil du arbejde et sted der udvikler dig  som leder og som menneske,2024-04-05,Roskilde,https://www.jobindex.dk/vis-job/h1450143
h1450115,Accountant,Har du en bred regnskabsforståelse en naturlig lyst og evne til at få tallene til at stemme og ønsker du at gøre en forskel i en humørfyldt og kompetent finansafdeling,2024-04-05,Fredericia,https://www.jobindex.dk/vis-job/h1450115
h1450069,Internt salgindkøb,Vil du være en del af vores dynamiske team som intern salgs og indkøbsmedarbejder,2024-04-05,Horsens,https://www.jobindex.dk/vis-job/h1450069
h1450044,Regnskabsmedarbejder  30 timer om ugen,Er du på udkig efter at arbejde indenfor regnskab og bogføring Så er Translog Denmark ApS stedet for dig Vi er en dynamisk virksomhed i transportbranchen der søger en dygtig regnskabsmedarbejder til vores team,2024-04-05,Taastrup,https://www.jobindex.dk/vis-job/h1450044
h1450041,Industriteknikerfinmekaniker eller maskinarbejder,Hvis du er interesseret i en fuldtidsstilling med flekstid daghold og samtidig vil være med til at producere finmekanik på højeste niveau hvad angår præcision og finish skal du læse videre her,2024-04-05,Ishøj,https://www.jobindex.dk/vis-job/h1450041
h1450039,Senior Consultant  Finance Insurance Pension,We are seeking a Strategy Consultant with strong knowledge of the insurance finance or pension industry to join our team in Denmark In this role you will perform different activities in our client engagement where we support them in achieving their ambitions,2024-04-05,Copenhagen,https://www.jobindex.dk/vis-job/h1450039
h1450038,Tekniker til vedligehold på aftenhold med 4dages arbejdsuge,Brænder du for at arbejde med teknik og maskiner Har du sans for el og mekanisk fejlfinding Synes du det er udfordrende og spændende at finde fejl på maskinanlægvedligeholde maskinparken Ønsker du en varieret arbejdsdag hvor ingen dage er ens så kan du være vores nye kollega,2024-04-05,Mariager,https://www.jobindex.dk/vis-job/h1450038
h1450009,Erfarne autoriserede psykologer søges til voksenområdet,Kan du se dig selv i et fællesskab med psykologer speciallæger og sygeplejersker der brænder for at gøre en forskel for mennesker med psykiske lidelser og deres pårørende,2024-04-05,Aalborg,https://www.jobindex.dk/vis-job/h1450009
h1449887,Faglært eller ufaglært produktionsmedarbejder til smedeafdelingen  aftenhold,,2024-04-05,Brabrand,https://www.jobindex.dk/vis-job/h1449887
h1449842,Serviceansvarlig til at implementere og drive ny serviceafdeling,Brænder du for at have tæt kundekontakt og levere service af højeste kvalitet Ønsker du at være med til at nytænke og forme en serviceafdeling der matcher vores forretningsmodel således at vi kan servicere vores kunder endnu bedre ,2024-04-05,Holstebro,https://www.jobindex.dk/vis-job/h1449842
h1449795,Receptionist med sans for detaljen,Dit smil er smittende og du nyder at møde mange forskellige mennesker hver eneste dag Du føler at du er i dit rette element når dit smil og din imødekommenhed er det første vores kunder gæster og kollegaer møder når de træder ind ad døren,2024-04-05,København,https://www.jobindex.dk/vis-job/h1449795
h1449793,Buschauffør Ålborg,Som chauffør har du ansvaret for at give vores passagerer en god oplevelse mens de bliver transporteret rundt i vores busser i og omkring Ålborg på en sikker måde ,2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1449793
