Title,Description,Published Date,Location,URL
Køkkenfaglært med flair for madproduktion og relationer til beskæftigelsestilbud,"F86 - Center for jobrettede aktiviteter søger en engageret og serviceminded køkkenfaglært kollega, som sammen med det øvrige team skal drive og udvikle vores køkken, som er en del af Frederiksberg Kommunes beskæftigelsestilbud til borgere på offentlig forsørgelse.",2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454750
Kørestrømstekniker til fejlretning og vedligeholdelsesopgaver,"Har du interesse for jernbaneteknik og har du lyst til at arbejde i en stor og spændende organisation, der sammen arbejder mod et fælles mål – en klimavenlig jernbane?",2024-03-22,Ringsted,https://www.jobindex.dk/vis-job/h1454749
GDPR Consultant,"Your responsibilities will range from conducting relevant risk assessments, support on data processing agreements towards customers and suppliers, to generally advising and assisting the organization in implementing GDPR in relevant processes and IT-solutions",2024-03-22,Roskilde,https://www.jobindex.dk/vis-job/h1454747
Reservedelsekspedient,,2024-03-22,Bjæverskov,https://www.jobindex.dk/vis-job/h1454746
Chefkonsulent med tæft for HR og arbejdsmiljø,"Brænder du for arbejdsmiljø, indflydelse og for at arbejde i en politisk organisation, der har fremtidens sundhedsvæsen og bæredygtighed for øje?",2024-03-22,Hellerup,https://www.jobindex.dk/vis-job/h1454744
Key Account Kundeservice Supervisor,"Som Key Account Kundeservice Supervisor hos Link Logistics har du ansvaret for at lede og styrke vores Key Account-team for at sikre en effektiv og kvalitetsfuld afdeling. Din rolle indebærer udover at deltage i de daglige driftsopgaver sammen med Key Account-teamet, at du skal fastlægge arbejdsprocesser og standarder samt arbejde med at optimere teamets præstation.",2024-03-22,Brøndby,https://www.jobindex.dk/vis-job/h1454741
"Generalist med interesse for digitalisering, databeskyttelse og informationssikkerhed","Finder du it- og digitaliseringsområdet interessant, og har du lyst til at arbejde med såvel øget it-anvendelse og overholdelse af gældende regler for behandling af oplysninger? Så har du nu chancen for at få et eftertragtet job på en spændende arbejdsplads i Nuuk.",2024-03-22,Nuuk,https://www.jobindex.dk/vis-job/h1454740
Vil du gøre en forskel? SMVdanmark søger jurist/cand.merc.jur,Vil du være med til at forbedre de mindre virksomheders vilkår?,2024-03-22,København S,https://www.jobindex.dk/vis-job/h1454739
Production Supporter for Cell culture processes,"Do you have experience with aseptic work and cell culture processes (CEF), and do you like to take on a great professional responsibility and always ensure your process is compliant?",2024-03-22,Kvistgård,https://www.jobindex.dk/vis-job/h1454738
R&D Automation Engineer,"Every day, ANDRITZ continues to deliver successful innovative solutions to our customers globally. Why are we so successful? Because we are passionate and love what we do!",2024-03-22,Esbjerg Ø,https://www.jobindex.dk/vis-job/h1454737
IT Vendor Specialist,"We have been on a journey to create a structured and professional framework for our suppliers and contract management in IT. We are today in a position where IT contracts are well maintained, and we have regular dialogues with our vendors and monthly follow up on performance and invoicing. ",2024-03-22,Struer,https://www.jobindex.dk/vis-job/h1454734
Product Owner på KONTANTEN,Nokas Danmark oplever lige nu en rivende udvikling.,2024-03-22,Brøndby,https://www.jobindex.dk/vis-job/h1454731
Teknisk supporter (deltid),"Denne stilling kaldes også ”aftensupporter”, og du vil blive en del af det team, som hjælper DKTV’s kunder uden for den almindelige arbejdstid. Dine ansvarsområder bliver bl.a.:",2024-03-22,København SV,https://www.jobindex.dk/vis-job/h1454729
Volkswagen Slagelse søger dygtig mekaniker,Vi søger dygtig mekaniker til VW – Seat – Cupra – Audi og Skoda.,2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454728
Maintenance Coordinator,,2024-03-22,Kvistgård,https://www.jobindex.dk/vis-job/h1454727
SOSU-hjælper dagvagt,"Her er mindst fire gode grunde til at, at du skal søge stillingen hos os:",2024-03-22,Charlottenlund,https://www.jobindex.dk/vis-job/h1454722
IT Systemadministrator/Supporter,"Vi søger en passioneret IT-medarbejder til vores Helpdesk, der brænder for både support og systemadministration.",2024-03-22,Billund,https://www.jobindex.dk/vis-job/h1454721
Sikringsteknikere søges til spændende og varierede stillinger i hele landet,Vi søger uddannede elektrikere til installationsopgaver hos vores mange forskelligartede kunder i hele landet. ,2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454720
Drug Substance Production Supporter,,2024-03-22,Kvistgård,https://www.jobindex.dk/vis-job/h1454715
Industrioperatør,"Hvis du trives i et tempofyldt miljø og nyder at arbejde i et samarbejdende team, er du måske det perfekte match for vores driftsteam.",2024-03-22,Frederiksværk,https://www.jobindex.dk/vis-job/h1454708
Regnskabsassistent,"Veluddannet, rutineret regnskabsassistent søges til ejendomsadministration i Aarhus C.",2024-03-22,Århus C,https://www.jobindex.dk/vis-job/h1454703
Teknisk serviceleder med fokus på god service og samarbejde,"Søger du et alsidigt job med en afvekslende arbejdsdag, og kan du selvstændigt planlægge og holde styr på egne og afdelingens opgaver?",2024-03-22,Højby,https://www.jobindex.dk/vis-job/h1454702
Customer Adviser,"Vi drives af innovation og vores mission er at hjælpe mennesker og virksomheder, og dermed samfundet, med at vækste. I dag er vi en ledende virksomhed indenfor betalingsløsninger med kontorer i Sverige, Norge, Danmark og Finland, noget som ikke havde været muligt uden vores engagerede og kompetente medarbejdere!",2024-03-22,København K,https://www.jobindex.dk/vis-job/h1454701
Underviser,"I Dansk Metal har vi en ambition om, at alle vores tillids- og arbejdsmiljørepræsentanter skal gennemføre vores grunduddannelse og efterfølgende løbende deltage i Metalskolens mange tilbud.",2024-03-22,Slangerup,https://www.jobindex.dk/vis-job/h1454700
Assistent til vores regionale Administration og Supply Chain,"Brænder du for administrative og analytiske opgaver? Har du en god ordenssans og kan du bevare overblikket, når tempoet er højt? Så er det måske dig, vi søger!",2024-03-22,Kolding,https://www.jobindex.dk/vis-job/h1454694
Incident Manager til Network Operations Center,"Kan du holde hovedet koldt, have flere forskellige opgaver og træffe beslutninger, når vores kunder har brug for det, så er det måske dig, vi søger.",2024-03-22,København N,https://www.jobindex.dk/vis-job/h1454693
Administrativ medarbejder med økonomierfaring til Region H’s specialiserede rehabiliteringstilbud til børn og unge med erhvervet hjerneskade,Vi søger en imødekommende og dygtig medarbejder med erfaring og interesse inden for administration og økonomi. Stillingen er på 32-37 timer ugentligt.,2024-03-22,Virum,https://www.jobindex.dk/vis-job/h1454691
"Vi søger ny dagtilbudsleder til Vesterbo, en institution med idrætsprofil","I Greve Landsby ligger Vesterbo - en dejlig lille institution i de skønneste omgivelser. SÅ: Drømmer du om skønne børn, engagerede forældre og medarbejdere der brænder for idrætsprofilen og for at få faglig udvikling og sparring? Så er Vesterbo stedet for dig.",2024-03-22,Greve,https://www.jobindex.dk/vis-job/h1454690
Behandlingsansvarlige psykologer med ledelsesansvar,"Kan du tænke dig at arbejde på en dagbehandlingsskole i et miljø med høj professionalisme, bred faglighed og gode forhold? Har du lyst til at tage et ledelsesmæssigt ansvar og samtidig bevarer dine psykologfaglige opgaver?",2024-03-22,Vanløse eller Stenløse,https://www.jobindex.dk/vis-job/h1454689
Eventansvarlig,"Har du passion for og erfaring med at konceptudvikle, planlægge og gennemføre events fra start til slut med fantastiske resultater?",2024-03-22,Gentofte,https://www.jobindex.dk/vis-job/h1454685
Projektkoordinator,Vil du være med til at skrive danmarkshistorie?,2024-03-22,København K og Herning,https://www.jobindex.dk/vis-job/h1454683
Jobcenter Greve søger en rådgiver til sygemeldte borgere,"Vi har fokus på kvalitet i samtalerne og plads til dine socialfaglige vurderinger i de enkelte sager og du skal være med til at understøtte, at vi bliver endnu bedre til at sygemeldte borgere fastholder deres arbejde. ",2024-03-22,Greve,https://www.jobindex.dk/vis-job/h1454682
Marketing Performance Manager,Are you a marketing performance expert who loves leading projects and thrives in a fast-paced environment?,2024-03-22,Copenhagen,https://www.jobindex.dk/vis-job/h1454678
Salgskonsulent,I rollen som salgskonsulent skal du først og fremmest sælge både nye og brugte personbiler. Dine arbejdsopgaver vil være:,2024-03-22,Birkerød,https://www.jobindex.dk/vis-job/h1454677
Byggeleder til grøn og bæredygtig jernbane,"Du vil have en central rolle på byggepladsen, hvor du medvirker til det gode samarbejde med vores entreprenør, fagtilsyn og rådgiver, og hvor du bidrager til gennemførelse af anlægsprojektet, så de bliver leveret til aftalt kvalitet, tid og pris.",2024-03-22,"Aarhus C, Fredericia eller København V",https://www.jobindex.dk/vis-job/h1454676
BI Specialist,"Du kommer til at arbejde med dataprojekter inden for mange forskellige domæner, fra klassiske supportfunktioner til vores specialiserede IT-service områder.",2024-03-22,Silkeborg,https://www.jobindex.dk/vis-job/h1454674
Teknisk medarbejder til nyopført biogasanlæg,"Har du lyst til at indgå i vores driftsteam og vagtordning, samtidig med at du har fokus på at sørge for, at anlægget hele tiden fungerer optimalt.",2024-03-22,Vinderup,https://www.jobindex.dk/vis-job/h1454671
Ventilation – Servicetekniker søges til serviceopgaver på Sjælland,"Har du kendskab til ventilationsbranchen? Så er det måske dig, vi søger til projekter på Sjælland.",2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454669
Fagligt fyrtårn på sundhedsfremme og forebyggelsesområdet,"I Center for Sundhed og Ældre søger vi et fagligt fyrtårn på forebyggelsesområdet, der kan varetage kommunernes interesse på området og understøtte kommunerne i forebyggelsesopgaven. Du vil blive tilknyttet et mindre team ”Forebyggelse i Praksis”, der særligt beskæftiger sig med sundhedsfremme og forebyggelse i kommunerne.",2024-03-22,København,https://www.jobindex.dk/vis-job/h1454668
Dygtig sygeplejerske med sans for god patientkontakt,"Er du en dygtig sygeplejerske, der har mod på et hav af spændende opgaver i en lille og professionel øre-næse-hals-klinik?",2024-03-22,Randers C,https://www.jobindex.dk/vis-job/h1454667
"Entrepriseleder, som ønsker at være med til at elektrificere den danske jernbane i Jylland og bidrage til den grønne omstilling i Danmark.","Vil du være med til at sikre den grønne omstilling via elektrificering af det danske banenetværk? Har du erfaring med kørestrømfaget, og har du lyst til at skabe resultater og i samarbejde med en professionel projektledelse, styre Danmarks største kørestrømsprojekt?",2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454666
"Garantibehandler, Mercedes-Benz","Vores centrale garanti-team holder til i helt nye kontorfaciliteter i Viborg, hvor de her varetager garantisager for vores 29 afdelinger rundt om i landet. Skal du med på holdet?",2024-03-22,Viborg,https://www.jobindex.dk/vis-job/h1454663
Sector Manager til projektledelse,"I tæt samarbejde med Head of Competition og de øvrige Sector Managers har I ansvaret for at sikre komplette og funktionelle konkurrencestande til de 38 Skills-konkurrencer.Du får stor indflydelse på at drive arbejdet med etablering af Skills-konkurrencerne, som i dit tilfælde vil være inden for industri- og autofagene.",2024-03-22,København K og Herning,https://www.jobindex.dk/vis-job/h1454661
"Er du maskinmester eller elinstallatør med hang til drift af elforsyningsanlæg på hhv. 10 kV og 0,4 kV?","Vi leder efter en ny kollega, der kan lidt af det hele på kontoret og i marken og når det hele skal gå stærkt og andre gange knap så stærkt.",2024-03-22,"Virum, Ballerup, Svinninge eller Haslev",https://www.jobindex.dk/vis-job/h1454658
Jurist til udviklingsopgaver i Grønt Anlægssekretariat i Miljøministeriets departement,"Er du jurist, og har du lyst til at arbejde med at sikre gode rammevilkår for udbygningen af vedvarende energi i Danmark ud fra en miljømæssig vinkel? Har du politisk indsigt og mod på at arbejde med juridiske aspekter af en række af de mest markante grønne udviklingsprojekter lige nu? ",2024-03-22,København K,https://www.jobindex.dk/vis-job/h1454656
Socialrådgiver,"Leder du efter en arbejdsplads, hvor du kan gøre en forskel for kvinder og børn i krise, sammen med vores team af dygtige og omsorgsfulde medarbejdere?",2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454655
Sundhedsfaglig medarbejder til Holdbare Medarbejdere,"Euro Accident er inde i en spændende udvikling med flot fremgang. Vi har brug for endnu en dygtig medarbejder med lyst til at arbejde i en virksomhed præget af omsorg, handlekraft og nytænkning, og som deler vores vision om en tryg og sund verden.",2024-03-22,København S,https://www.jobindex.dk/vis-job/h1454653
Project Manager,"Har du projektlederværktøjskassen i orden, og er du verdensmester i tidsplaner og budget? Kan du navigere i store projekter med mange bolde i luften?",2024-03-22,Mariager,https://www.jobindex.dk/vis-job/h1454650
Lagerassistent sommer,,2024-03-22,Kastrup,https://www.jobindex.dk/vis-job/h1454649
Fuldmægtig til barselsvikariat i Vejdirektoratets direktionssekretariat (evt. nyuddannet),,2024-03-22,København V,https://www.jobindex.dk/vis-job/h1454648
Lærling søges til Bygningsservice,Vil du gennemføre din uddannelse til ejendomsservicetekniker i et inspirerende og dynamisk miljø? ,2024-03-22,Valby,https://www.jobindex.dk/vis-job/h1454646
