Title,Description,Published Date,Location,URL
Studiekoordinator søges,"Studieadministrationen på Københavns Erhvervsakademi, KEA Kompetence, der har ansvaret for den administrative sagsbehandling af KEAs uddannelser på videre- og efteruddannelsesområdet, søger en ny kollega. ",2024-03-22,Hellerup,https://www.jobindex.dk/vis-job/h1454991
Informationsarkitekt med appetit på komplekse digitale transformationer,"Har du solid erfaring som informationsarkitekt og er du i stand til at omsætte forretningsbehov til datamodeller i en målarkitektur, der understøtter af de fremtidige behov på Motordomænet? Har du lyst til at være med til at drive udarbejdelsen af roadmaps, målbilleder og løsningsarktektur?",2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454989
Privatkundedirektør med ansvar for kundeoplevelsen og kreditkvalitet,Din rolle bliver med et ekstra fokus på vores afdeling i Allerød og med ansvar for kreditkvalitet og struktur på tværs af vores 3 afdelinger.,2024-03-22,Allerød,https://www.jobindex.dk/vis-job/h1454988
Logistik- og Shippingkoordinator,"Når dine venner og familie spørger dig, hvad du skal lave i dit nye job, så kan du sige: ”at du skal klarere og planlægge lastning og losning af skibe”. Du kan også sige: ”at når de fremover spiser et stykke brød, drikker en øl, tænder for varmen, kører i den nye tunnel under Femern Bælt eller over den nye Storestrømsbro, så har du været involveret”.",2024-03-22,Vordingborg,https://www.jobindex.dk/vis-job/h1454986
Adops og Programmatic Manager,"Vi sætter yderligere fart på vores digitale omstilling og styrker vores digitale team i Århus. Du kommer til at dele din tid mellem på den ene side kampagnehåndtering og support til vores sælgere, og på den anden side projekter og fokusområder relateret til vores digitale annoncesetup.",2024-03-22,Aarhus C,https://www.jobindex.dk/vis-job/h1454983
Sundhedsfaglig i Medical screening & Advice,"I jobbet som sundhedsfaglig sagsbehandler rådgiver du vores kunder med nyopstået eller kronisk sygdom, som har brug for en medicinsk forhåndsvurdering forud for rejsen. I din rådgivning og vurdering skaber du en tryghed og et overblik i risikobilledet for kunden, og gennem god dialog en gennemsigtighed i forhold til kundens sygdomsbillede og dermed forsikringsdækning forud for- og under rejsen.",2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454982
Projektingeniør – sæt rammen for enestående laboratorie- og forskningsfaciliteter,"Vil du være med til at omsætte komplekse bygningskrav til funktionelle projektløsninger? Og er du interesseret i at arbejde med faciliteter, der er sjældne i Danmark – helt uden at forlade Københavns bygrænser?",2024-03-22,København S,https://www.jobindex.dk/vis-job/h1454981
Bliv vores nye kunderådgiver og skab energifyldte løsninger for vores kunder,Kunne du tænke dig at komme midt ind i maskinrummet i Danmarks ledende energikoncern?,2024-03-22,Virum,https://www.jobindex.dk/vis-job/h1454978
"Har du lyst til at arbejde med de nyeste teknologier inden for PostgreSQL, Zabbix eller driftsautomatisering i en stor koncern?",Infrastruktur Operations er et veletableret og ambitiøst kontor med ca. 20 IT-teknikere. Vi står for al håndtering af de databaser- og middlewareplatforme der understøtter SKAT’s samfundskritiske systemer.,2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454977
Service Assistent,"Er du på udkig efter et job, hvor du kan bringe din sans for service og orden i spil? Og sætter du en ære i at hjælpe med praktiske tekøkkenopgaver på et kontor, så her er rart at være for alle dine kolleger?",2024-03-22,Søborg,https://www.jobindex.dk/vis-job/h1454972
CFO,Drømmer du om at tage finansielt ejerskab og få en nøglerolle i Frøslevs kommende udvikling? At være en nøglespiller i at fastholde og udvikle Frøslevs markedsposition og sikre en fortsat robust forretningsmodel?,2024-03-22,Padborg,https://www.jobindex.dk/vis-job/h1454969
Projekt- og udviklingschef,Du skal stå i spidsen for vores brede portefølje af udviklingsprojekter og varetage ledelsen af vores dygtige team af projektledere og udviklingskonsulenter. Stillingen har reference til direktøren.,2024-03-22,Bjerringbro,https://www.jobindex.dk/vis-job/h1454968
"Social-, Bolig- og Ældreministeriet søger presserådgiver til ældreministeren","Vi søger en presserådgiver, der med entusiasme, kreativitet og politisk boldøje kan fuldende vores stærke team på Holmens Kanal.",2024-03-22,København K,https://www.jobindex.dk/vis-job/h1454967
Datateknikerelev,Brænder du for at levere god service og udvikle din faglighed?,2024-03-22,Odense C,https://www.jobindex.dk/vis-job/h1454966
Drømmer du om en karriere som IT-sikkerhedsrådgiver?,"Ønsker du at arbejde med rådgivning indenfor IT-sikkerhed i et af landets mest komplekse systemlandskaber, og bidrage til nogle af Danmarks største og vigtigste offentlige digitale projekter?",2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454965
Klejnsmed,"Hvis du brænder for store stålkonstruktioner og er motiveret for at være en del af det hold, der vil producere det største flydefundament i verden, så kom og vær med!",2024-03-22,Give,https://www.jobindex.dk/vis-job/h1454963
Debitorbogholder,Du vil som debitorbogholder hos WOCA Denmark få ansvaret for den daglige debitorstyring.,2024-03-22,Lunderskov,https://www.jobindex.dk/vis-job/h1454961
Ambitiøse og engagerede kalkulationsmedarbejdere og tilbudsledere søges,"Vil du med på et effektivt hold, der skal renovere bemærkelsesværdige ejendomme på Sjælland?",2024-03-22,Ringsted,https://www.jobindex.dk/vis-job/h1454960
Afdelingsleder – leder af maskinteknisk engineering-afdeling,Er du en engageret leder med erfaring inden for projektstyring og ledelse af tværgående teams? Og brænder du for at være med til at bidrage til den grønne omstilling og fremtidens energiforsyning?,2024-03-22,Odense C,https://www.jobindex.dk/vis-job/h1454959
"Finansiel controller, der vil have faglige udfordringer og skønne kollegaer","Er du en talknuser, som får julelys i øjnene når du har styret sikkert igennem et komplekst regnskab? Vil du have både faglig udvikling og fantastiske kollegaer? ",2024-03-22,Skanderborg eller København V,https://www.jobindex.dk/vis-job/h1454954
Dygtig økonomiassistent,Vi søger en økonomiassistent til at indgå i vores dynamiske team i økonomiafdelingen.,2024-03-22,Låsby,https://www.jobindex.dk/vis-job/h1454953
"Erfaren hydrogeolog, Geo København",Har du lyst og evner til at arbejde som hydrogeolog med Danmarks grundvand?,2024-03-22,Lyngby,https://www.jobindex.dk/vis-job/h1454952
Havneassistent,"Vil du være en bærende del af det team, som dagligt har ansvaret for servicering og organisering af havnens skibe, agenter, kunder og besøgende?",2024-03-22,Aalborg Øst,https://www.jobindex.dk/vis-job/h1454950
Inside Sales with Commercial Assistant skills,"Azelis is a global company recognized as leading within Special Chemicals and products to, among others, the Agriculture, Food & Nutrition and Pharma & Healthcare industry.",2024-03-22,Herlev,https://www.jobindex.dk/vis-job/h1454947
Ønsker du at skærpe din generalistprofil med business analyst-kompetencer?,"Vi søger lige præcis dig, der motiveres af at kortlægge optimale forretningsprocesser og samtidig skabe værdifulde relationer med mange fagligheder. Er du samtidig analytisk og kommunikativ stærk, og kan skabe forretningsværdi, så har vi muligvis et match!",2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454945
"Team Leader, Service","Har du praktisk serviceerfaring fra vind-industrien, og kan du se dig selv i rollen som Team Leader i vores serviceafdeling hos Vento Energy Support?",2024-03-22,Ringkøbing,https://www.jobindex.dk/vis-job/h1454942
Teamkoordinator med analysekraft og ledertalent,"Motiveres du af at arbejde med komplekse problemstillinger, der har stor betydning for virksomhederne, og som er med til at sikre opkrævningen af ca. 1.500 mia. kr. årligt til finansiering af velfærdsstaten? Kan du nedbryde komplekse problemstillinger og arbejde med gode, inddragende og koordinerende processer?",2024-03-22,København S,https://www.jobindex.dk/vis-job/h1454939
International koordinator - barselsvikariat,Brænder du for internationalisering af uddannelse? ,2024-03-22,København N,https://www.jobindex.dk/vis-job/h1454934
Digital Platform Manager,Would you like to join a fast-growing and international organization where collaboration is the key to success?,2024-03-22,Skanderborg,https://www.jobindex.dk/vis-job/h1454932
Slagtersvend,MENY søger flere MADarbejdere – er du vores nye slagtersvend?,2024-03-22,Kastrup,https://www.jobindex.dk/vis-job/h1454931
Medlemskonsulent til Lærernes a-kasse - Deltid 7- 25 timer,"Din primære opgave er at håndtere indgående telefonopkald fra vores medlemmer og sikre, at medlemmet får den bedst mulige oplevelse. Det gør du ved at hjælpe medlemmet med at navigere i arbejdsløshedslovgivningen og skabe trygge rammer for samtalen. ",2024-03-22,København K,https://www.jobindex.dk/vis-job/h1454930
Talstærk generalist til styrelsens centrale økonomikontor,"Har du lyst til at arbejde med økonomistyring i et centralt koordinerede økonomikontor, hvor du vil blive en vigtig medspiller i arbejdet med at sikre, at aktivitetsniveauet passer til pengene i en af statens største it-styrelser?",2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454927
Dygtig specialkonsulent til at understøtte KAB som forretning,"Med afsæt i KAB’s nye virksomhedsstrategi Fælles Værdi, skal vi udvikle KAB som forretning og skabe øget værdi for kunderne. Derfor søger vi en analytisk stærk og selvstændig konsulent, der kan udvikle vores ledelsesinformation på alle niveauer og styrke KAB’s bestyrelses fokus på forretningen. Samarbejde på tværs i organisationen og systematisk brug af data i et forretningsmæssigt perspektiv, vil være centrale dele af jobbet.",2024-03-22,København SV,https://www.jobindex.dk/vis-job/h1454924
Finance Business Partner til internationalt ejet vækstvirksomhed,"Du vil i tæt samarbejde med Økonomidirektøren for GRØN VÆKST varetage regnskabs- og controller opgaver. Du vil blive en del af en særdeles veldrevet afdeling, der dagligt arbejder på at gøre det bedre og være foran udviklingen inden for sit område. Som relativt nyt medlem af idverde koncernen – er der kommet nye spændende udfordringer og opgaver til, som skal implementeres i dagligdagen, samtidig med, at den faglige udvikling skal sikres. De overordnede opgaver er:",2024-03-22,Roskilde,https://www.jobindex.dk/vis-job/h1454921
Socialfaglig vejleder og fysisk træner til Arbejdsmarkedsområdet,"Er du dygtig til at skabe gode relationer? Brænder du for at gøre en forskel for mennesker, der af helbredsmæssige og/eller sociale årsager står udenfor arbejdsmarkedet? Og elsker du selv at være aktiv og bevæge dig? ",2024-03-22,Hjørring,https://www.jobindex.dk/vis-job/h1454916
Kunderådgiver til Andel Energi – vær med til at gøre en forskel,Kunne du tænke dig at komme midt ind i maskinrummet i Danmarks ledende energikoncern?,2024-03-22,Svinninge,https://www.jobindex.dk/vis-job/h1454915
Erfaren medarbejder til koordinering af forberedelserne af det kommende EU-formandskab på Kulturministeriets område,"Vil du være en drivende og koordinerende kraft i Kulturministeriets forberedelse og varetagelse af EU-formandskabet i 2. halvdel af 2025? Og har du lyst til at arbejde for et ambitiøst og nytænkende formandskabsprogram, hvor du bringer din EU-viden, kreativitet og praktiske sans i spil?",2024-03-22,København K,https://www.jobindex.dk/vis-job/h1454913
Sektionschef til Afdelingen for Forsvarsstøtte,"Har du det, der skal til for at være leder og chef for et engageret hold med mangeartede opgaver, så er det dig vi leder efter. ",2024-03-22,Dragør,https://www.jobindex.dk/vis-job/h1454912
Servicemindede ferieafløsere til affaldsindsamling,Er du frisk på et ferieafløserjob og har du erfaring med affaldsindsamling og kan yde service ud over det sædvanlige?,2024-03-22,Tårnby og Dragør,https://www.jobindex.dk/vis-job/h1454911
Risikoanalytiker til risikostyring på pensionsområdet," Kan du se dig selv i et job, hvor du håndterer store datamængder samt komplekse sammenhænge og omsætter dem til konkrete analyser?",2024-03-22,Hellerup,https://www.jobindex.dk/vis-job/h1454910
Diversitetskonsulent,"Vil du arbejde for, at fodbold er for alle og skabe de bedste forudsætninger for, at alle kønsidentiteter er velkomne i dansk fodbold? ",2024-03-22,Brøndby,https://www.jobindex.dk/vis-job/h1454909
Technical supporter within quality and documentation,"Do you want to help develop the protein of the future, which will make it possible to feed the world's growing population without damaging our ecosystems?",2024-03-22,Kalundborg,https://www.jobindex.dk/vis-job/h1454906
Senior Technician for LIMS,Do you want to play a key role in QC? ,2024-03-22,Kvistgård,https://www.jobindex.dk/vis-job/h1454904
Ejendomsserviceteknikerelev,"Har du flair for teknik, hænderne godt skruet på og drømmer du om en alsidig uddannelse i et servicefag?",2024-03-22,Kalundborg,https://www.jobindex.dk/vis-job/h1454899
Pædagog søges til Hjuldamperens STU i Taarbæk,"Skolen Hjuldamperen tilbyder særlig tilrettelagt ungdomsuddannelse for unge med særlige behov i alderen 18-25 år, samt fritids- og aktivitetstilbud til unge på 18-35 år, samt beskyttet beskæftigelse. De unge har alle udfordringer med generelle læringsudfordringer, udviklingshæmning eller andet.",2024-03-22,Klampenborg,https://www.jobindex.dk/vis-job/h1454898
Bliv FPC-operatør i Naviair,Vi søger FPC-operatører til uddannelsesstart den 14. oktober 2024.,2024-03-22,Kastrup,https://www.jobindex.dk/vis-job/h1454894
Kommunikationsmedarbejder med sans for at omsætte forskning til fængende formidling,"Vil du være med til at sikre, at viden om arbejdsmiljø kommer ud og gør en forskel på arbejdspladserne? Og brænder du for at formidle svært stof på en let tilgængelig måde? Så har vi en spændende stilling i vores kommunikationsteam til dig.",2024-03-22,København Ø,https://www.jobindex.dk/vis-job/h1454893
Engageret og ambitiøs konsulent,"Motiveres du af at bidrage til at gøre Fredericia Kommune til Danmarks måske bedste arbejdsplads? Har du flair for analyse og bearbejdning af HR-data? Kan du sikre en stærk betjening af vores MED-organisation? Så er det dig, vi har brug for. ",2024-03-22,Fredericia,https://www.jobindex.dk/vis-job/h1454889
Projekteringschef,Vil du være leder for en gruppe dygtige medarbejdere i en af de førende danske virksomheder i byggebranchen?,2024-03-22,Hedehusene,https://www.jobindex.dk/vis-job/h1454887
Analytiker med fokus på grænseregional analyse og statistik,"Arbejdet omfatter blandt andet analyser af integration og samarbejde på tværs af Øresund, den økonomiske udvikling, regionens erhvervsliv og bæredygtighedsarbejdet. Ud over Øresund omfatter det geografiske perspektiv også Danmark og Sverige på nationalt plan, de nordiske lande og Femern Bælt.",2024-03-22,Malmö,https://www.jobindex.dk/vis-job/h1454886
Jurist til at sikre Danmark bedre mod oversvømmelser,"Har du lyst til at udvikle lovforslag og ny politik i tæt samarbejde med andre ministerier? Har du lyst til at levere ministerbetjening på højt niveau? Vil du arbejde med regler om, hvordan spildevandsselskaber og kommuner sikrer borgerne mod oversvømmelser fra skybrud, regn og grundvand?",2024-03-22,København K,https://www.jobindex.dk/vis-job/h1454885
"Leder til hjemme- og sygeplejen, område øst",Vil du være med til at lede og udvikle en forandring i Hjemmepleje og Sygepleje i Struer Kommune?,2024-03-22,Struer,https://www.jobindex.dk/vis-job/h1454883
Erfaren Accountant til KP Components Group A/S,Har du lyst til at være en del af finansteamet i en højteknologisk og ambitiøs virksomhed?,2024-03-22,Spjald,https://www.jobindex.dk/vis-job/h1454880
Centerleder søges til center for rehabilitering og demens,"Som centerleder på Stevnshøj har du ledelsen af en organisation, hvor bredden i fagligheden, dybden i kompetencerne, og mangfoldigheden i personalegruppen er særligt kendetegnende for den hverdag, som møder dig i rollen som leder.",2024-03-22,St. Heddinge,https://www.jobindex.dk/vis-job/h1454878
Salgsleder,,2024-03-22,Glostrup,https://www.jobindex.dk/vis-job/h1454874
Disponent til mobilkraner søges til BMS A/S i Hvidovre,"BMS A/S er en førende aktør inden for mobilkraner i Europa. Vi har afdelinger rundt i hele Danmark, hvoraf den største er i Hvidovre, hvor vi er omkring 100 medarbejdere. Vores mobilkran-team søger en ny kollega til disponering.",2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454873
Student Data Analyst,,2024-03-22,Copenhagen,https://www.jobindex.dk/vis-job/h1454869
Jurist til intern juridisk bistand i klagesagsbehandlingen,"Har du erfaring med forvaltningsret? Er du interesseret i at dykke ned i en bred vifte af opgaver, hvor du understøtter dine sagsbehandlende kolleger i klagesagsbehandlingen?",2024-03-22,København V,https://www.jobindex.dk/vis-job/h1454867
Engageret generalist til udvikling af det nære sundhedsvæsen,Vil du være med til at udvikle fremtidens sundhedsvæsen tæt på borgerne? Og har du mod på at arbejde selvstændigt og få stort ansvar? Så tilbyder vi en spændende og varieret hverdag tæt på de politiske beslutninger.,2024-03-22,København K,https://www.jobindex.dk/vis-job/h1454866
Jurist søges til spændende opgaver inden for lotterier,Som jurist i Spillemyndigheden administrerer du spillelovgivningen i samarbejde med kompetente kolleger. Spillemyndigheden sikrer rammerne for fair spil i Danmark og giver vejledning til spiludbydere med tilladelse til udbud af spil.,2024-03-22,Odense C,https://www.jobindex.dk/vis-job/h1454860
Afdelingsleder til Mercantecs bygningstjeneste,"Har du erfaring med facility management? Og vil du i tæt samarbejde med afdelingens medarbejdere og skolens øvrige ledelse sikre gode rammer om undervisning, studiemiljø og arbejdsmiljø på Mercantec?",2024-03-22,Viborg,https://www.jobindex.dk/vis-job/h1454859
Bartender,"Du bliver en del af et nyt team, hvor vi sætter en høj barre for den gode stemning – og den skal du være med til at skabe med dine gode drinks, fede service og store smil.",2024-03-22,Odense C,https://www.jobindex.dk/vis-job/h1454857
Projektleder / koordinator / udvikler til genbrugsbutikker,"Vil du have alsidighed, stor indflydelse, frihed og hver eneste dag støtte en god sag Forstår du detailhandel, og er du samtidig lidt af en menneskelig schweizerkniv?",2024-03-22,København Ø,https://www.jobindex.dk/vis-job/h1454856
"Forretningsorienteret og analytisk Finance Business Partner til en af verdens førende servicevirksomheder, som er i rivende udvikling","Vi er på udkig efter en faglig stærk profil, der trives i en hverdag, hvor tal, analyse og rapportering er omdrejningspunktet.",2024-03-22,København S,https://www.jobindex.dk/vis-job/h1454855
Debitormedarbejder,"Motiveres du af at yde en god service, så er det nu, du skal søge stillingen som debitormedarbejder. Vores team består af 5 medarbejdere, som har ansvaret for virksomhedens debitoropgaver i Danmark og Sverige.",2024-03-22,Glostrup,https://www.jobindex.dk/vis-job/h1454853
Dygtige tømrere og murere,"PW Stål oplever en stigende efterspørgsel på altaner i den danske boligsektor, og vi søger derfor flere dygtige tømrere og murere, der kan tiltræde hurtigst muligt og være med til at levere enestående løsninger til vores kunder.",2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454851
IT Business Analyst,Do you want to help us accelerate the green transition?,2024-03-22,Aalborg,https://www.jobindex.dk/vis-job/h1454850
Manager,"Du bliver en del af lederteamet på det nye Flakhaven og skal være med til at sætte retningen og sammentømre holdet på et sted, hvor vi sætter en høj barre for den gode stemning – og den skal du være med til at skabe med din gode service, lederevner og store smil.",2024-03-22,Odense C,https://www.jobindex.dk/vis-job/h1454847
Lærer til Inklusionscenteret på Hvidebækskolen,"Vi søger to uddannede lærere, som vil være med til at skabe trivsel og faglig udvikling for vores skønne elever i inklusionscenteret. Vi har behov for lærere som - sammen med afdelingens øvrige lærere og pædagoger – drives af at gøre en forskel for børn med særlige behov.",2024-03-22,Jerslev Sjælland,https://www.jobindex.dk/vis-job/h1454846
Driftsleder til Nature Energy Nordfyn,,2024-03-22,Bogense,https://www.jobindex.dk/vis-job/h1454844
"Produktionsteknolog, eller lign.– få en alsidig hverdag med god sparring","Vil du bygge, teste og servicere maskiner, der bruges til at teste alt fra styrken af nye cementblandinger til vedhæftningen på ledninger til høreapparater? ",2024-03-22,Aalborg SV,https://www.jobindex.dk/vis-job/h1454842
Group VAT Manager,"Do you want to strengthen and develop our VAT framework, processes, and controls? Can you partner with our business and advise on VAT matters on international projects?",2024-03-22,Lyngby,https://www.jobindex.dk/vis-job/h1454837
Regnskabsassistent,"Hirtshals Havn søger en regnskabsassistent, som vil indgå i et team med fire øvrige kollegaer. Stillingen er som udgangspunkt på 37 timer men med mulighed for færre timer, hvis det ønskes.",2024-03-22,Hirtshals,https://www.jobindex.dk/vis-job/h1454835
Friskolelærere,Vi søger to fuldtidsansatte og en deltidsansat lærer til ansættelse pr. 1. august 2024.,2024-03-22,Bjerringbro,https://www.jobindex.dk/vis-job/h1454833
Er du en ørn til IT- og Sikkerhedsjura - og har du mod på at prøve kræfter med en af de største og mest komplekse IT-porteføljer i Danmark?,"Brænder du for at løse de juridiske aspekter ved cybersikkerhed, herunder persondataretlige spørgsmål, og har du lyst til på daglig basis at blive udfordret på dine kompetencer inden for en bred palet af teknologianskaffelser og IT-udviklingsprojekter?",2024-03-22,Frederiksberg,https://www.jobindex.dk/vis-job/h1454832
Senior Projektleder,Trives du i en nøgleposition med ansvar og projektstyring af store projekter over hele verden?,2024-03-22,Sæby,https://www.jobindex.dk/vis-job/h1454828
ESDH-ansvarlig,"Har du erfaring med ESDH, og synes du, det er spændende at understøtte fagområderne i god journalisering? Har du blik for arbejdsprocesser, kan lide at undervise samt har et godt overblik? Så er det dig, vi søger!",2024-03-22,Haslev,https://www.jobindex.dk/vis-job/h1454827
Project Engineer,"Trives du med at indgå i et projektteam, tage ansvar, og er du parat til at varetage en nøgleposition, hvor du både kommunikerer med kollegaerne fra salg, indkøb, shipping og produktion, men også har den direkte dialog med kunden for at sikre et godt projektforløb?",2024-03-22,Ikast,https://www.jobindex.dk/vis-job/h1454826
Regnskabschef,"Trives du med en stor grad af frihed under ansvar, i et uhøjtideligt og uformelt arbejdsmiljø, hvor der ikke er langt fra tanke til handling, og ønsker du at spille en central rolle i vores fremtidige strategi?",2024-03-22,Tilst,https://www.jobindex.dk/vis-job/h1454824
"PEDEL / ""Handyman"" med pædagogiske kompetencer søges til Tilbud på Socialområdet","Hos os kan du få et attraktivt alsidigt job, hvor du har mulighed for at planlægge din egen dag og få indflydelse på opgaveløsningen.",2024-03-22,Taastrup,https://www.jobindex.dk/vis-job/h1454822
Studerende med interesse for natur til kontrol af bæredygtig og lovlig handel med dyr og planter,Har du lyst til at arbejde med sagsbehandling af ansøgninger om- og formidling af reglerne for handel med truede dyr? ,2024-03-22,Odense C,https://www.jobindex.dk/vis-job/h1454817
ESG Analyst for Finance,,2024-03-22,Hellerup,https://www.jobindex.dk/vis-job/h1454815
Restaurantchef,"Du står for driften, leder medarbejderne og går forrest i byens bedste stemning.",2024-03-22,Odense C,https://www.jobindex.dk/vis-job/h1454811
Assistent til varemodtagelsen,"I varemodtagelsen vil arbejdet primært være at modtage varer fra vognmændene og kontrollere dem for eventuelle skader. Herefter skal varerne meldes ind i Navision, der skal påføres identifikationsmærker, og der skal laves følgepapirer. Når varerne er pakket ud, gives de fleste videre til Incoming QC.",2024-03-22,Bjæverskov,https://www.jobindex.dk/vis-job/h1454808
"Afdelingsleder for SFO Nordlyset og indskoling, Nordskovskolen","Afdelingslederen har ansvaret for den faglige og pædagogiske ledelse i SFO Nordlyset og indskolingen 0.-2. klasse. Derudover har man i samarbejde med afdelingslederen for mellemtrinnet ansvaret for planlægning af lærermøder og fagkonferencer, materialebudget, daglig drift mv.",2024-03-22,Haslev,https://www.jobindex.dk/vis-job/h1454806
Head of Strategy & Project Management Officer (PMO),Do you want to be an integral part of a fast-growing industrial automation market leader?,2024-03-22,Grindsted,https://www.jobindex.dk/vis-job/h1454805
Udfold dine kompetencer og viden om bæredygtighed til gavn for bæredygtig omstilling i sundhedssektoren,Vil du omsætte dine naturvidenskabelige/tekniske kompetencer inden for grøn omstilling til praktiske løsninger i sundhedssektoren – og har du mod på at løfte en stor udviklingsopgave? ,2024-03-22,Aarhus N,https://www.jobindex.dk/vis-job/h1454799
Adjunkt/lektor til undervisning på Energimanagement-uddannelsen,Har du en indre adjunkt/lektor gemt i dig? Og vil du være med til at uddanne fremtidens energimanagere og energiteknologer? Så har KEA brug for netop dig til at uddanne fremtidens energieksperter.,2024-03-22,København NV,https://www.jobindex.dk/vis-job/h1454794
Kørende projektchef til salg af lege- og sportspladser i Storkøbenhavn og Syd- og Vestsjælland,"Vi har fået vokseværk hos Maxplay, og vi mangler i den forbindelse en ganske særlig kollega til at tage ansvar for at dyrke vores salg til boligforeninger og offentlige rum.",2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454792
Økonomichef,"Vi søger en økonomichef, der med højt drive, godt humør og et åbent og digitalt mindset vil lede økonomifunktionen, der ud over økonomichefen selv består af yderligere en medarbejder.",2024-03-22,Kastrup,https://www.jobindex.dk/vis-job/h1454788
Senior Project Manager,Are you motivated by being the driver of the implementation of new equipment/facilities or complex upgrading projects) up to EUR 15 million?,2024-03-22,Kvistgård,https://www.jobindex.dk/vis-job/h1454787
Chief Operating Officer,Er du motiveret for en nyoprettet stilling som COO i en teknologivirksomhed i vækst?,2024-03-22,Horsens,https://www.jobindex.dk/vis-job/h1454786
Advokatsekretær,"Vi administrerer ejer- og andelsboligforeninger, men har også ejendomshandler, inkassosager, familie- og arveretssager, dødsbobehandling og meget mere.",2024-03-22,Hedehusene,https://www.jobindex.dk/vis-job/h1454785
Quality & Regulatory Specialist,"Brænder du for at sikre høj kvalitet, og motiveres du af at have styr på seneste lovgivning, udarbejde risikovurderinger og sikre at vores råvarer lever op til vores kvalitetskrav? Drives du af tværorganisatoriske opgaver, og sikre korrekt kundeinformation?",2024-03-22,Skælskør,https://www.jobindex.dk/vis-job/h1454781
IT Konsulent,"Vil du være en del af et team med gode og dygtige kollegaer, hvor sparring og højt humør er en naturlig del af hverdagen?",2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454774
Spændende stilling som ejendomstekniker/vicevært,"Elsker du en varieret arbejdsdag, hvor du er hands-on og føler kæmpe stolthed i at få din ejendom til at spille? Så er det muligvis dig, der skal passe godt på verdens smukkeste arbejdsplads – Basecamp Student i Lyngby med knap 800 studie- og lejeboliger sammenlagt.",2024-03-22,Kongens Lyngby,https://www.jobindex.dk/vis-job/h1454773
Jurist med interesse for arbejds- og ansættelsesret i en politisk kontekst,"Kunne du tænke dig at være en del af et stærkt fagligt miljø, hvor både tempoet og humøret er højt? Interesserer du dig for reguleringen af arbejdsmarkedet både nationalt og internationalt?",2024-03-22,København K,https://www.jobindex.dk/vis-job/h1454772
Studentermedhjælper til handicapteamet på det specialiserede børneområde,"Vil du være en del af et stærkt fagligt fællesskab, og er du interesseret i at udfolde og udfordre din faglighed imens du studerer?",2024-03-22,Brøndby Strand,https://www.jobindex.dk/vis-job/h1454770
Supportkonsulent,"Er du verdensmester i at løse kundens IT-problemer, og sætter du en ære i at levere den ultimative kundeservice?",2024-03-22,unknown,https://www.jobindex.dk/vis-job/h1454769
Engageret pædagogisk leder søges til Hårup Børnegård,"Vi glæder os til at byde dig velkommen i vores fantastiske institution, hvor vi p.t. er normeret til 12 vuggestuebørn og 57 børnehavebørn. Vi er i byggeproces og lige om lidt etableres der to nye vuggestuegrupper således vi når op på en normering med 36 vuggestuebørn og 57 børnehavebørn.",2024-03-22,Hjortshøj,https://www.jobindex.dk/vis-job/h1454764
Solutions Project Manager,We're looking for a Solutions Project Manager to manage and run technical and complex projects for and with our strategic enterprise accounts.,2024-03-22,Aarhus N,https://www.jobindex.dk/vis-job/h1454759
Oscar biludlejning søger en medarbejder med stort servicehjerte,"Er du på udkig efter et spændende servicejob, hvor to dage ikke er ens, så har vi jobbet til dig.",2024-03-22,København Ø,https://www.jobindex.dk/vis-job/h1454758
Junior Analyst til Investment Services,,2024-03-22,Frederiksberg C,https://www.jobindex.dk/vis-job/h1454756
Murer,Murerfirmaet BODE A/S søger:,2024-03-22,Solrød Strand,https://www.jobindex.dk/vis-job/h1454755
"Regnskabsassistent – deltid, struktureret og omhyggelig",CB SVENDSEN A/S søger en dygtig og engageret regnskabsassistent til 20-25 timer pr. uge. Du bliver en del af vores regnskabsafdeling og vil i det daglige arbejde tæt sammen med vores regnskabsansvarlig. Med reference til selskabets regnskabsansvarlig vil du være med til at styrke økonomifunktionen.,2024-03-22,Værløse,https://www.jobindex.dk/vis-job/h1454754
Wonderful Copenhagen søger studentermedhjælper til Copenhagen Legacy Lab,"Inspireres du af tanken om at skabe bredere samfundsværdi fra kongresser og megaevents? Vi søger en struktureret og selvstændig studentermedhjælper, som kan understøtte Copenhagen Legacy Labs arbejde og de tilknyttede kongres- og eventteams.",2024-03-22,København,https://www.jobindex.dk/vis-job/h1454752
"Liftfører til vores afdelinger i Kolding, Aarhus eller Hvidovre","Som liftfører i BMS er du ansvarlig for at servicere vores kunder ved at løfte dem i den ønskede arbejdshøjde, og hvis nødvendigt, hjælpe dem med at udføre forskelligt montagearbejde.",2024-03-22,"Kolding, Hvidovre, Hinnerup",https://www.jobindex.dk/vis-job/h1454751
